"type","value","slug","date_created"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:06:40.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:20:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:44:19.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:11:43.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T09:21:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:38.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T12:41:35.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:15:41.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:39:40.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T18:33:47.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:52:28.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:11:27.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:45.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T23:36:29.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:31:50.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T18:21:17.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T09:01:13.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:34:21.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:24:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:39:39.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:32:47.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:17:27.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:23:48.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:12:20.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:28:58.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:07:59.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T22:15:57.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T12:18:31.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T18:20:13.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:09:05.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:47:32.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T22:50:29.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T19:51:21.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:11:46.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T21:37:01.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:15:38.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:14:04.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:29.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:26.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:18:00.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:13:04.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:40:19.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:40:23.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:10:36.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:47.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:21.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T18:01:49.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:59:01.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:11:56.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:34.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:17:29.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T07:20:32.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:31:53.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:15:52.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:33:59.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T21:11:35.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:17:34.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:46.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T18:13:43.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:07:52.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T21:16:39.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:56:28.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:03:46.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:48.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:30:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:17:48.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:09:08.000Z"
